can_nam,can_off,can_par_aff,can_inc_cha_ope_sea,can_sta,tot_con,tra_fro_oth_aut_com,Tot_Mon,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_ope_exp,cov_sta_dat,cov_end_dat,winner,votes
"LASONDE, JOAN MCCARTHY",H,REP,CHALLENGER,IL,176522.60,,176522.60,134765.71,,41781.89,133265.71,10/1/2015,10/19/2016,,
"LAWHORN, ZANE RENEE",H,LIB,CHALLENGER,WV,31593.69,,31593.69,62950.85,,652.64,62950.85,4/1/2016,10/19/2016,,
"LAWRENCE, JIM",H,REP,CHALLENGER,NH,69672.61,,69672.61,59039.75,,21632.86,59039.75,4/1/2016,10/19/2016,,
"LEACH, RONALD ALLEN",S,DEM,CHALLENGER,KY,15137.00,,15137.00,15137.00,,,15137.00,1/1/2016,10/19/2016,,
"LEWALLEN, SHANTI",S,OTH,CHALLENGER,OR,3550.00,,3550.00,337.00,,3212.00,337.00,7/1/2016,10/19/2016,,
"LITTLETON, PEG LORRAINE",S,REP,CHALLENGER,CO,52965.00,,52965.00,52964.00,,,52964.00,1/1/2016,10/19/2016,,
"LLOYD, SARAH",H,DEM,CHALLENGER,WI,179864.81,,179864.81,101483.23,,78381.58,101483.23,1/1/2016,10/19/2016,,
"LONG, WENDY",S,REP,CHALLENGER,NY,601270.00,,601270.00,477955.00,189.00,153846.00,477811.00,1/1/2015,10/19/2016,,
"LORENTZ, MICHAEL L",H,DEM,CHALLENGER,OH,11888.64,,11888.64,4890.34,1326.90,8325.20,4890.34,4/1/2016,10/19/2016,,
"LOWE, THUY",H,REP,CHALLENGER,FL,25120.33,,25120.33,34193.52,,243.34,34138.96,4/1/2015,10/19/2016,,
"LUICK-THRAMS, ALIZA MICHAEL DR",S,NNE,CHALLENGER,IA,4196.00,,4196.00,3949.00,,1246.00,2949.00,4/1/2016,10/19/2016,,
"MALLOY, JEFFREY PATRICK",H,DEM,CHALLENGER,CA,18625.94,,18625.94,15377.57,,3248.37,15377.57,12/30/2015,10/19/2016,,
"MANYPENNY, MIKE",H,DEM,CHALLENGER,WV,21193.84,,21193.84,27875.67,,-6681.83,27802.83,1/1/2015,10/19/2016,,
"MARSHALL, ROGER W",H,REP,CHALLENGER,KS,1179085.85,,1179085.85,1456886.51,,86214.83,1367071.02,2/5/2015,10/19/2016,Y,
"MARSICANO, MICHAEL PAUL",H,DEM,CHALLENGER,PA,29450.00,,29450.00,122113.77,,297754.66,122113.77,5/19/2015,10/19/2016,,
"MATTA, WILLIAM BRUCE",H,DEM,CHALLENGER,TX,37402.86,,37402.86,41586.67,,-3183.81,40586.67,11/2/2015,10/19/2016,,
"MAXWELL, MATTHEW",H,REP,CHALLENGER,CT,5782.00,,5782.00,10795.00,,4359.00,795.00,1/1/2016,10/19/2016,,
"MAYORAS, STEVEN MICHAEL",H,LIB,CHALLENGER,IN,1907.49,,1907.49,1797.37,,110.12,1797.37,4/1/2016,10/19/2016,,
"MCAFFREY, ALVIS",H,DEM,CHALLENGER,OK,62528.49,,62528.49,55522.55,,7005.94,55522.55,10/1/2015,10/19/2016,,
"MCCLELLAND, ERIN",H,DEM,CHALLENGER,PA,223438.50,,223438.50,178662.69,10567.43,55552.84,175193.09,1/1/2015,10/19/2016,,
"MCCULLOUGH, WILLIAM",H,DEM,CHALLENGER,FL,7545.00,,7545.00,32862.51,,4246.75,31792.51,7/1/2015,10/19/2016,,
"MCDONOUGH, PATRICK L",H,REP,CHALLENGER,MD,198095.49,,198095.49,160859.70,,37481.47,159114.02,1/1/2016,10/19/2016,,
"MCDOWELL, JAN",H,DEM,CHALLENGER,TX,20490.23,,20490.23,15989.73,,4847.73,11532.50,10/1/2015,10/19/2016,,
"MCGEE, ANDREA LEIGH LEIGH",H,REP,CHALLENGER,FL,21637.19,,21637.19,22299.18,-736.23,2295.95,19289.17,1/1/2015,10/19/2016,,
"MCGINTY, KATHLEEN ALANA",S,DEM,CHALLENGER,PA,13142372.00,956947.00,14099319.00,12860645.00,,1269803.00,12647684.00,7/1/2015,10/19/2016,,
"MCGURN, KENNETH RANDOL",H,DEM,CHALLENGER,FL,578783.92,,578783.92,433138.02,,145645.90,432538.02,4/1/2016,10/19/2016,,
"MCKELLAR, SHIRLEY JONETTA  DR",H,DEM,CHALLENGER,TX,13358.34,,13358.34,12542.46,71.43,310.41,12542.46,1/1/2015,10/19/2016,,
"MCKELLAR, SHIRLEY JONETTA DR",H,DEM,CHALLENGER,TX,13358.34,,13358.34,12542.46,71.43,310.41,12542.46,1/1/2015,10/19/2016,,
"MCMASTERS, THOMAS",H,UN,CHALLENGER,OH,13635.36,,13635.36,13635.36,,,13635.36,12/1/2015,10/19/2016,,
"MCNEIL, JOHN P",H,DEM,CHALLENGER,NC,54542.42,,54542.42,69770.54,,4105.88,69770.54,12/17/2015,10/19/2016,,
"MENSING, DALE KENNETH",H,REP,CHALLENGER,CA,4133.00,,4133.00,4190.00,38.00,431.00,3087.00,1/1/2015,10/19/2016,,
"MERCED, ALEX",S,LIB,CHALLENGER,NY,13965.00,,13965.00,11414.00,,2550.00,11414.00,6/9/2016,10/19/2016,,
"METCALFE, RAY HOMER",S,DEM,CHALLENGER,AK,14046.00,,14046.00,12212.00,,5189.00,11558.00,7/1/2016,10/19/2016,,
"MILLARD, CARL ANDREW",H,DEM,CHALLENGER,NC,253848.92,,253848.92,269962.53,,110723.18,267103.13,1/1/2015,10/19/2016,,
"MILLER, JOSEPH W",S,LIB,CHALLENGER,AK,272668.00,,272668.00,97132.00,99725.00,275383.00,97032.00,1/1/2015,10/19/2016,,
"MILLS, STEWART MR.",H,REP,CHALLENGER,MN,1263458.94,33665.61,1297124.55,3193463.85,297.68,93318.96,3003266.49,1/1/2015,10/19/2016,,
"MILLS, THOMAS M",H,DEM,CHALLENGER,NC,348468.81,,348468.81,289114.95,,60063.35,287167.58,10/1/2015,10/19/2016,,
"MILNE, SCOTT",S,REP,CHALLENGER,VT,113363.00,,113363.00,57481.00,,34399.00,57481.00,4/1/2016,10/19/2016,,
"MITCHELL, MONTE MARK",H,REP,CHALLENGER,TX,7438.80,,7438.80,24753.62,,2591.42,24753.62,10/1/2015,10/19/2016,,
"MOELLER, JAMES C",H,DEM,CHALLENGER,WA,103336.96,,103336.96,79676.01,,23660.95,79676.01,5/22/2016,10/19/2016,,
"MONTES, JOSEPH",H,REP,CHALLENGER,CA,124678.00,,124678.00,181181.67,,2500.33,177179.67,1/1/2016,10/19/2016,,
"MORSE, NICHOLAS GRANT MR.",H,REP,CHALLENGER,CO,164091.08,,164091.08,155833.48,,8257.60,155833.48,10/26/2015,10/19/2016,,
"MOWRER, JIM",H,DEM,CHALLENGER,IA,1721356.06,,1721356.06,1723776.80,4828.70,16074.95,1696671.82,1/1/2015,10/19/2016,,
"MUNDY, KEITH FRANCIS",H,DEM,CHALLENGER,OH,12131.75,,12131.75,3840.97,,8290.78,3840.97,1/1/2016,10/19/2016,,
"MURDOCK, BRETT",H,DEM,CHALLENGER,CA,55930.92,,55930.92,53055.25,,5375.67,53020.25,10/1/2015,10/19/2016,,
"MURPHY, DENNIS B",H,DEM,CHALLENGER,MI,15416.25,,15416.25,14033.34,,2357.44,13058.81,1/1/2016,10/19/2016,,
"MURPHY, PATRICK E",S,DEM,CHALLENGER,FL,13722407.00,786091.00,14508498.00,13438036.00,536659.00,1642826.00,13324181.00,1/1/2015,10/19/2016,,
"NARVAIZ, SUSAN",H,REP,CHALLENGER,TX,110586.83,,110586.83,103901.62,185.67,8133.56,103660.82,1/1/2015,10/19/2016,,
"NATHAN, BRUCE",S,IND,CHALLENGER,FL,3116.00,,3116.00,17710.00,,4.00,17150.00,6/20/2015,10/19/2016,,
"NEVILLE, TIMOTHY PATRICK",S,REP,CHALLENGER,CO,266616.00,,266616.00,258528.00,,8355.00,258528.00,9/1/2015,10/19/2016,,
"NICKERSON, ZACHARY MICHAEL",H,IND,CHALLENGER,PA,875.84,,875.84,729.71,,146.13,729.71,4/1/2016,10/19/2016,,
"NOVAK, DARIA IRENE",H,REP,CHALLENGER,CT,42851.54,,42851.54,43382.89,,804.69,43132.89,10/9/2015,10/19/2016,,
"NUNEZ, EVANGELINE MARTINEZ",H,REP,CHALLENGER,AZ,29792.20,,29792.20,19594.18,,8707.12,19585.08,4/1/2016,10/19/2016,,
"O'CONNOR, SHAWN PATRICK PATRICK",H,IND,CHALLENGER,NH,258093.42,,258093.42,1581596.12,,14412.39,1019414.99,1/1/2015,10/19/2016,,
"O'REILLY, MICHAEL",H,REP,CHALLENGER,NY,41638.00,,41638.00,29464.41,,12173.59,29464.41,4/1/2016,10/19/2016,,
"OLIVA JR, PHIL",H,REP,CHALLENGER,NY,204197.06,,204197.06,169277.95,,34919.96,169277.95,1/1/2016,10/19/2016,,
"ORSWELL, JACK",H,REP,CHALLENGER,CA,167398.00,,167398.00,159491.81,7082.34,35261.53,158741.81,1/1/2015,10/19/2016,,
"OTTO, BILL MR.",H,DEM,CHALLENGER,MO,417427.12,,417427.12,316554.49,,101034.63,314939.74,4/1/2015,10/19/2016,,
"OWENS, H DOUGLAS",H,DEM,CHALLENGER,UT,1985072.93,,1985072.93,1895570.98,,92359.60,1877240.39,7/1/2015,10/19/2016,,
"PAKOOTAS, JOSEPH A",H,DEM,CHALLENGER,WA,314791.08,,314791.08,286635.73,13150.01,41300.36,284875.73,1/1/2015,10/19/2016,,
"PARRISH, MICHAEL D",H,DEM,CHALLENGER,PA,358415.06,,358415.06,284418.17,947.91,113333.34,284068.17,1/1/2015,10/19/2016,,
"PATTERSON, ROBERT W.",H,REP,CHALLENGER,NJ,171661.93,,171661.93,153508.47,,35479.38,152882.55,10/1/2015,10/19/2016,,
"PENEBAKER, KHARY",H,DEM,CHALLENGER,WI,85273.50,,85273.50,74591.53,,10681.97,73591.53,1/1/2016,10/19/2016,,
"PERRY, MARY D",H,REP,CHALLENGER,NV,7385.69,,7385.69,28469.79,,2100.08,28469.79,7/1/2015,10/19/2016,,
"PERSON, FRANCIS J",H,DEM,CHALLENGER,SC,620979.00,,620979.00,446548.74,,174430.26,446548.74,1/1/2016,10/19/2016,,
"PETERS, CHRISTOPHER CARL",H,REP,CHALLENGER,IA,102030.17,,102030.17,124281.87,,82748.30,124244.66,3/28/2016,10/19/2016,,
"PHILLIP, DANIEL GEORGE",H,IND,CHALLENGER,OH,18165.00,,18165.00,8113.39,458.00,7535.61,8113.39,4/1/2016,10/19/2016,,
"PHILLIPSON, LORNA",H,DEM,CHALLENGER,NJ,241504.16,,241504.16,192101.68,,59162.57,191689.68,1/1/2016,10/19/2016,,
"PICUS, PRESTON",H,IND,CHALLENGER,CA,27855.57,,27855.57,16488.18,,-1484.56,13689.92,1/1/2015,10/19/2016,,
"PING, CATHERINE LOUISE CAT""""",H,REP,CHALLENGER,IN,4760.00,,4760.00,5072.00,2531.00,2217.00,5072.00,1/1/2015,10/19/2016,,
"PIOTROWSKI, JAMES M",H,DEM,CHALLENGER,ID,276177.07,,276177.07,216415.64,,66782.89,206494.18,2/26/2016,10/19/2016,,
"PLASTER, MARK LEROY MD",H,REP,CHALLENGER,MD,379961.60,,379961.60,345536.84,,144764.24,340197.36,1/1/2015,10/19/2016,,
"PLOWRIGHT, MISTY",H,DEM,CHALLENGER,CO,12015.79,,12015.79,8644.71,,5130.62,7818.40,1/1/2016,10/19/2016,,
"PLUMB, JOHN",H,DEM,CHALLENGER,NY,1456431.64,,1456431.64,1287623.55,,168808.09,1278377.77,7/1/2015,10/19/2016,,
"POE, BOB",H,DEM,CHALLENGER,FL,192518.09,,192518.09,2038100.36,,91449.06,2014069.03,1/1/2016,10/19/2016,,
"PUTMAN, DAVID",H,DEM,CHALLENGER,AL,7645.00,,7645.00,67813.04,,-13127.42,56333.96,7/1/2015,10/19/2016,,
"QUINN, CHRISTINE YVONNE",H,REP,CHALLENGER,FL,12010.00,,12010.00,31488.01,600.00,1964.48,27664.57,4/1/2016,10/19/2016,,
"QUINN, PATRICK THOMAS",S,NPA,CHALLENGER,AZ,5709.00,,5709.00,5791.00,,4915.00,5791.00,10/11/2015,10/19/2016,,
"RADER, LARRY",H,DEM,CHALLENGER,LA,10626.11,,10626.11,8395.85,,6330.26,8395.85,4/26/2016,10/19/2016,,
"REED, JAMES E",H,DEM,CHALLENGER,CA,73075.68,,73075.68,108449.84,,2276.15,103255.84,1/1/2016,10/19/2016,,
"REED, WENDY",H,DEM,CHALLENGER,CA,30771.51,,30771.51,33012.31,,3126.70,28016.18,1/1/2015,10/19/2016,,
"REICHARD, RICHARD",H,DEM,CHALLENGER,NY,29731.08,,29731.08,13048.09,,16682.99,12048.09,1/1/2016,10/19/2016,,
"REIS, RHUE",H,REP,CHALLENGER,RI,7670.00,,7670.00,2834.26,-43.00,4792.74,2834.26,7/1/2016,10/19/2016,,
"RICH, ROY",H,DEM,CHALLENGER,OH,6628.65,,6628.65,4957.00,1499.97,3015.85,4957.00,1/1/2016,10/19/2016,,
"ROBINSON, ART DR.",H,REP,CHALLENGER,OR,53791.04,,53791.04,45133.71,577.75,12235.08,42633.71,1/1/2015,10/19/2016,,
"ROMERO, MICHAEL H",H,REP,CHALLENGER,,61663.73,,61663.73,88419.53,,6244.10,86081.53,6/1/2015,10/19/2016,,
"ROSA, DAVID A",H,REP,CHALLENGER,MA,1613.47,,1613.47,12204.58,,1573.29,12204.58,4/1/2016,10/19/2016,,
"ROSENTHAL, PHILIP JEFFREY DR.",H,REP,CHALLENGER,NY,37050.63,,37050.63,47125.90,,22935.62,47125.90,1/1/2016,10/19/2016,,
"ROSS, DEBORAH K",S,DEM,CHALLENGER,NC,10590681.00,306227.00,10896908.00,9334221.00,,1567329.00,9191996.00,10/1/2015,10/19/2016,,
"ROWE, MATTHEW",H,DEM,CHALLENGER,VA,40766.56,,40766.56,35634.47,,6224.09,34542.47,1/1/2016,10/19/2016,,
"RYAN, GREGORY THOMAS",H,REP,CHALLENGER,MN,24451.00,,24451.00,48059.31,,5684.33,41392.70,1/1/2016,10/19/2016,,
"SAVARY, SUZANNE JOYCE",H,DEM,CHALLENGER,CA,100085.08,,100085.08,65305.91,,28764.17,63930.75,10/1/2015,10/19/2016,,
"SCHNEIDER, JAN",H,DEM,CHALLENGER,FL,43424.65,,43424.65,39902.34,714.53,30236.84,39902.34,1/1/2015,10/19/2016,,
"SCHWARTZ, GAIL SHERIDAN MS.",H,DEM,CHALLENGER,CO,1502041.29,,1502041.29,1374355.27,,127923.55,1096702.74,4/1/2016,10/19/2016,,
"SCURRY-SMITH, GLOREATHA (GLO)",H,REP,CHALLENGER,FL,54265.76,,54265.76,49614.16,,5117.40,49613.36,4/1/2015,10/19/2016,,
"SEAY, BOB",H,DEM,CHALLENGER,CO,57223.37,,57223.37,54774.73,,11256.35,52068.44,9/1/2015,10/19/2016,,
"SHABAN, JOHN T",H,REP,CHALLENGER,CT,134189.00,,134189.00,118427.29,8053.18,23823.08,118427.29,1/1/2015,10/19/2016,,
"SHEKARI, MELODY",H,DEM,CHALLENGER,TN,85167.43,,85167.43,61232.69,,33934.74,61052.69,3/1/2016,10/19/2016,,
"SHEPHERD, DOUG",H,REP,CHALLENGER,CA,90994.00,,90994.00,208968.37,,5525.63,206673.37,1/1/2015,10/19/2016,,
"SHERIDAN, TIMOTHY J",H,DEM,CHALLENGER,CA,116211.19,,116211.19,101640.33,19084.44,54486.56,102266.68,1/1/2015,10/19/2016,,
"SHKRELI, SUZANNA",H,DEM,CHALLENGER,MI,568112.30,,568112.30,509816.28,,66796.02,509455.43,7/1/2016,10/19/2016,,
"SIDIE, JAY",H,DEM,CHALLENGER,KS,408305.77,,408305.77,406309.72,,51996.05,404767.60,4/1/2016,10/19/2016,,
"SIMMONS, DOANITA MRS",H,CON,CHALLENGER,MO,2663.00,,2663.00,1864.00,,733.00,1864.00,2/23/2016,10/19/2016,,
"SIMMONS, THOMAS T",H,LIB,CHALLENGER,MA,12270.00,,12270.00,16641.88,,1208.12,16641.88,5/23/2016,10/19/2016,,
"SMITH, ANDE",H,REP,CHALLENGER,ME,155420.51,,155420.51,124264.88,,31155.63,115914.88,1/1/2016,10/19/2016,,
"SMITH, DOUGLAS MARK JR",H,DEM,CHALLENGER,MI,19899.00,,19899.00,16075.73,,3823.27,15998.50,4/1/2016,10/19/2016,,
"SMITH, JESSE TREMAIN",H,DEM,CHALLENGER,AL,9678.00,,9678.00,6818.00,,482.00,6818.00,1/1/2015,10/19/2016,,
"SNOW, MISTY K",S,DEM,CHALLENGER,UT,63646.00,,63646.00,50162.00,115.00,14167.00,48369.00,4/1/2016,10/19/2016,,
"SNYDER, STACY RIES",H,REP,CHALLENGER,TN,52656.00,,52656.00,42118.54,,15602.09,42118.54,4/1/2016,10/19/2016,,
"SOLEN, RYAN ASHER",H,DEM,CHALLENGER,WI,17602.52,,17602.52,10180.13,,7422.44,10180.13,1/1/2016,10/19/2016,,
"SONNEK-SCHMELZ, BRENT J",H,REP,CHALLENGER,NJ,67284.40,,67284.40,60870.07,,6414.33,60860.12,2/28/2016,10/19/2016,,
"SOULES, MERRIE LEE MS.",H,DEM,CHALLENGER,NM,177924.89,,177924.89,276323.49,6169.51,8228.03,276223.49,4/1/2016,10/19/2016,,
"SPOTORNO, FRANK",H,REP,CHALLENGER,NY,10400.00,,10400.00,83369.66,,56054.20,83145.56,7/1/2015,10/19/2016,,
"SPOTORNO, FRANK",S,REP,CHALLENGER,NY,10400.00,,10400.00,83369.66,,56054.20,83145.56,7/1/2015,10/19/2016,,
"STANTON, PAUL ANTHONY",S,LIB,CHALLENGER,FL,19730.00,,19730.00,19956.00,,4336.00,18893.00,4/1/2016,10/19/2016,,
"STOCK, MARGARET",S,IND,CHALLENGER,AK,665913.00,,665913.00,610167.00,,57766.00,585594.00,2/12/2016,10/19/2016,,
"STOKHAM, CHARLES WESLEY (CASPER)",H,REP,CHALLENGER,CO,56507.93,,56507.93,49113.41,,7510.32,48937.61,8/11/2015,10/19/2016,,
"STONE, JEFFREY E",H,REP,CHALLENGER,CA,341524.44,,341524.44,283798.77,,57725.67,283798.77,1/1/2016,10/19/2016,,
"STRANO TAYLOR, KERITH",H,DEM,CHALLENGER,PA,101148.61,,101148.61,77314.34,4864.82,28699.09,77314.34,1/1/2015,10/19/2016,,
"STRICKLAND, TED",S,DEM,CHALLENGER,OH,9474887.00,777363.00,10252250.00,9671463.00,,598658.00,9534643.00,1/1/2015,10/19/2016,,
"STUARD, GARY",H,GRE,CHALLENGER,TX,2728.57,,2728.57,2148.36,,580.21,1649.91,7/1/2016,10/19/2016,,
"STURGILL, JERRY",S,DEM,CHALLENGER,ID,431278.00,,431278.00,464457.00,,263931.00,463807.00,3/10/2016,10/19/2016,,
"SUBICK, JULIAN",H,IND,CHALLENGER,PA,2433.91,,2433.91,2028.89,,405.02,2028.89,1/1/2016,10/19/2016,,
"SUMMERELL, JOSEPH JOHN MR.",H,LIB,CHALLENGER,NC,18411.64,,18411.64,18062.46,,349.18,18062.46,7/1/2014,10/19/2016,,
"SUTHERLAND, ROBERT J",H,REP,CHALLENGER,WA,21287.18,,21287.18,17819.61,362.00,4349.57,16942.61,1/1/2015,10/19/2016,,
"TACHERRA, JOHNNY",H,REP,CHALLENGER,CA,485811.50,,485811.50,474344.71,1747.43,16535.80,442454.29,1/1/2015,10/19/2016,,
"TAGER, ROBERT MATTHEW",H,DEM,CHALLENGER,FL,6318.00,,6318.00,38512.00,,7804.00,31730.00,4/1/2016,10/19/2016,,
"TAUB, H. RUSSELL",H,REP,CHALLENGER,RI,89307.68,,89307.68,74626.58,-29.90,15822.20,73536.84,12/8/2014,10/19/2016,,
"TAYLOR, KERITH STRANO",H,DEM,CHALLENGER,PA,101148.61,,101148.61,77314.34,4864.82,28699.09,77314.34,1/1/2015,10/19/2016,,
"THERON, DANIEL PETER",H,REP,CHALLENGER,WI,26294.99,,26294.99,40621.72,2204.36,1877.63,36581.72,1/1/2015,10/19/2016,,
"THOMAS, KATHLEEN",H,DEM,CHALLENGER,TX,59879.64,,59879.64,32770.95,,28114.72,31474.92,10/1/2015,10/19/2016,,
"THOMPSON, ANDREW",H,LIB,CHALLENGER,IN,10772.50,,10772.50,18212.52,3034.41,2545.75,17433.20,4/1/2016,10/19/2016,,
"THREATT, ARCHIE LEON",H,REP,CHALLENGER,NC,30523.75,,30523.75,29252.30,27.74,1299.19,29252.30,1/1/2015,10/19/2016,,
"THRONE-HOLST, ANNA",H,DEM,CHALLENGER,NY,3510065.87,11643.27,3521709.14,3004104.55,,519194.43,2981861.99,4/1/2015,10/19/2016,,
"TOMKINS, ANTHONY DAVID",H,CON,CHALLENGER,ID,1413.62,,1413.62,1326.32,,87.30,1326.32,1/1/2016,10/19/2016,,
"TRYON, STEPHEN P.",H,DEM,CHALLENGER,UT,38992.70,,38992.70,47255.10,11.34,4321.78,10000.00,1/1/2015,10/19/2016,,
"TURK, JACOB",H,REP,CHALLENGER,MO,98320.00,,98320.00,79631.21,-528.73,18860.59,79430.68,1/1/2015,10/19/2016,,
"VALDES, ALINA",H,DEM,CHALLENGER,FL,23200.21,,23200.21,31521.87,,4923.34,31413.82,4/1/2015,10/19/2016,,
"VANCE, CHRIS",S,REP,CHALLENGER,WA,425716.00,,425716.00,412360.00,,22499.00,412160.00,7/1/2015,10/19/2016,,
"VARASTEH, RON",H,DEM,CHALLENGER,CA,12693.36,,12693.36,88330.04,80372.46,29735.78,13330.04,1/1/2015,10/19/2016,,
"VELTMEYER, JAMES",H,REP,CHALLENGER,CA,106186.07,,106186.07,117025.19,,1660.88,114925.19,1/1/2015,10/19/2016,,
"VENTRELLA, TONY",H,DEM,CHALLENGER,WA,24340.80,,24340.80,22920.02,,8673.31,19645.09,4/1/2016,10/19/2016,,
"VERNON, MONICA W",H,DEM,CHALLENGER,IA,2397194.99,,2397194.99,2415602.44,,159009.42,2378279.16,1/1/2015,10/19/2016,,
"WADE, MICHAEL LEO",H,REP,CHALLENGER,VA,95577.00,,95577.00,112488.98,,4088.02,112488.98,12/1/2015,10/19/2016,,
"WAGER, MICHAEL",H,DEM,CHALLENGER,OH,226648.73,,226648.73,209101.10,7188.01,30173.10,191718.64,1/1/2015,10/19/2016,,
"WAKELY, THOMAS MR.",H,DEM,CHALLENGER,TX,52345.00,,52345.00,62313.00,,1940.00,56307.00,10/14/2015,10/19/2016,,
"WALZ, JIM",H,DEM,CHALLENGER,IL,20826.00,,20826.00,20343.45,,1482.55,17363.45,1/1/2016,10/19/2016,,
"WALZ-ALLEN, MIRANDA",H,IND,CHALLENGER,KS,44088.86,,44088.86,75299.67,,24907.45,75299.67,3/31/2016,10/19/2016,,
"WEAVER, KIMBERLY",H,DEM,CHALLENGER,IA,141338.14,,141338.14,103874.47,,44346.64,101503.47,7/1/2015,10/19/2016,,
"WEISSER, MIKEL",H,DEM,CHALLENGER,AZ,31767.58,,31767.58,28578.92,2719.03,6407.69,27671.67,1/1/2015,10/19/2016,,
"WELLS, THOMAS BECKWITH",H,DEM,CHALLENGER,FL,7916.00,,7916.00,7490.01,,425.99,7490.01,4/1/2016,10/19/2016,,
"WENKE, LAURENCE RAYMOND",H,LIB,CHALLENGER,MI,,,0.00,6726.98,100000.00,93273.02,10464.76,6/6/2016,10/19/2016,,
"WESTBROOK, CORRY",H,DEM,CHALLENGER,FL,25921.60,,25921.60,53768.39,29231.83,6697.87,25738.72,1/1/2015,10/19/2016,,
"WHALLON, ANDREW",H,REP,CHALLENGER,CA,5740.00,,5740.00,65765.67,498.48,2431.46,65307.02,1/1/2015,10/19/2016,,
"WHARTON, RICHARD SCOTT",H,DEM,CHALLENGER,OH,12964.00,,12964.00,28950.09,,-1869.09,28944.09,7/1/2016,10/19/2016,,
"WICKLUND, MARK DAVID",H,DEM,CHALLENGER,IL,26014.12,,26014.12,23337.01,,1752.11,23337.01,7/1/2015,10/19/2016,,
"WILLIAMS, JAY HENLEY",S,DEM,CHALLENGER,SD,60657.00,,60657.00,46684.00,,13971.00,42494.00,1/1/2016,10/19/2016,,
"WILLIAMS, MARTIN L. MR.",H,REP,CHALLENGER,VA,54622.31,,54622.31,58746.89,,8387.42,58734.89,1/1/2016,10/19/2016,,
"WILLIAMS, REBECCA GENEVIEVE MS",H,DEM,CHALLENGER,MO,17605.30,,17605.30,11308.05,,6297.25,9308.05,11/5/2014,10/19/2016,,
"WILLIAMS, STEVE",H,DEM,CHALLENGER,NY,253595.00,,253595.00,328162.69,,588.30,323781.70,10/14/2015,10/19/2016,,
"WILLIAMSON, WALTER JOHN",H,DEM,CHALLENGER,AZ,1626.36,,1626.36,5911.62,352.56,331.30,5911.62,1/1/2015,10/19/2016,,
"WILLIS, COLM",H,REP,CHALLENGER,OR,242745.09,,242745.09,238415.87,,13329.22,238415.87,10/1/2015,10/19/2016,,
"WILSON, ROBIN LAVERNE",S,GRE,CHALLENGER,NY,4637.00,,4637.00,4523.00,,636.00,4153.00,4/25/2016,10/19/2016,,
"WIRTH, DEBRA FREIDELL",H,W,CHALLENGER,MI,2115.00,,2115.00,11587.80,,2134.40,11587.80,7/1/2016,10/19/2016,,
"WITTLIEF, MATTHEW",H,LIB,CHALLENGER,IN,6389.84,,6389.84,4599.81,,1790.03,4599.81,6/1/2016,10/19/2016,,
"WOFFORD, ROSEANN",H,REP,CHALLENGER,MA,25003.49,,25003.49,19181.85,1056.22,21877.86,19181.85,1/1/2015,10/19/2016,,
"WRIGHT, KENNETH W DR.",H,REP,CHALLENGER,CA,61340.00,,61340.00,64774.70,,3615.85,40955.70,1/1/2016,10/19/2016,,
"YOUNG, MICHELE LORI",H,DEM,CHALLENGER,OH,152633.07,,152633.07,162016.96,,42651.11,156531.96,1/1/2016,10/19/2016,,
"LINDNER, PETE",H,DEM,CHALLENGER,NY,2600.00,,2600.00,18634.21,,-13884.02,7330.86,1/1/2016,10/18/2016,,
"HORNE, FREDDY A",H,REP,CHALLENGER,NV,40466.28,,40466.28,73862.55,,,72526.27,1/1/2016,10/16/2016,,
"ABRAMS, MARCIA KAREN DR PHD",S,REP,CHALLENGER,NC,13300.00,,13300.00,13300.00,,,,7/1/2016,10/15/2016,,
"BREU, TOM",H,DEM,CHALLENGER,WI,24443.24,,24443.24,30242.20,5797.78,,30241.16,1/1/2015,10/15/2016,,
"CALLAHAN, MARK ALLEN",S,REP,CHALLENGER,OR,25876.00,,25876.00,27137.00,,2920.00,23044.00,7/1/2015,10/15/2016,,
"LOCHNER, BOB",S,REP,CHALLENGER,AK,1470.00,,1470.00,33517.00,,,17382.00,1/1/2016,10/15/2016,,
"MCCALL, BRIAN MATTHEW",H,REP,CHALLENGER,TX,131048.77,,131048.77,184971.63,1186.54,,164971.63,1/1/2015,10/15/2016,,
"MCCRACKEN, TRICIA CARPENTER",H,DEM,CHALLENGER,GA,13764.64,,13764.64,10440.00,6882.00,1662.00,,1/1/2016,10/15/2016,,
"MENCONI, ARNOLD MICHAEL",S,GRE,CHALLENGER,CO,14078.00,,14078.00,13583.00,,694.00,13383.00,1/1/2016,10/15/2016,,
"SHELDON, STEPHEN MARC",H,DEM,CHALLENGER,CO,18450.00,,18450.00,18443.00,,5.00,7383.00,1/1/2016,10/15/2016,,
"SIMS, KALEB",H,REP,CHALLENGER,TX,27422.00,,27422.00,27622.00,,,27622.00,10/1/2015,10/15/2016,,
"TOTH, STEVE",H,REP,CHALLENGER,TX,168288.40,,168288.40,174147.65,,,173987.65,10/1/2015,10/15/2016,,
"FETTERMAN, JOHN KART",S,DEM,CHALLENGER,PA,759006.00,,759006.00,761099.00,,-1335.00,760316.00,7/1/2015,10/13/2016,,
"HARRIS, MARK E",H,REP,CHALLENGER,NC,179443.97,,179443.97,180744.35,,-0.38,180341.37,1/1/2016,10/13/2016,,
