can_nam,can_off,can_par_aff,can_inc_cha_ope_sea,can_sta,tot_con,tra_fro_oth_aut_com,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_ope_exp,cov_sta_dat,cov_end_dat,winner,votes
"KOLBER, VINCE",H,REP,CHALLENGER,IL,"$16,464.99 ",,"$21,746.79 ","$1,508.95 ","$7,285.05 ","$21,688.89 ",1/1/2015,10/19/2016,,
"KUMAR, ANIL",H,DEM,CHALLENGER,MI,"$372,266.28 ",,"$913,230.36 ","$4,157.51 ","$218,133.43 ","$856,729.59 ",1/1/2015,10/19/2016,,
"LANGE, JAMES KELLY",H,DEM,CHALLENGER,FL,"$25,417.23 ",,"$34,590.75 ",,"$4,887.13 ","$34,590.75 ",1/1/2016,10/19/2016,,
"LAPOLICE, ALAN",H,IND,CHALLENGER,KS,"$98,671.00 ",,"$91,018.47 ","$3,675.95 ","$41,715.86 ","$90,631.09 ",1/1/2015,10/19/2016,,
"LARSON, DONALD PHILIP",H,REP,CHALLENGER,OH,"$22,659.39 ",,"$25,123.84 ",,"$2,733.84 ","$24,123.84 ",10/1/2015,10/19/2016,,
"LASONDE, JOAN MCCARTHY",H,REP,CHALLENGER,IL,"$176,522.60 ",,"$134,765.71 ",,"$41,781.89 ","$133,265.71 ",10/1/2015,10/19/2016,,
"LAWHORN, ZANE RENEE",H,LIB,CHALLENGER,WV,"$31,593.69 ",,"$62,950.85 ",,$652.64 ,"$62,950.85 ",4/1/2016,10/19/2016,,
"LAWRENCE, JIM",H,REP,CHALLENGER,NH,"$69,672.61 ",,"$59,039.75 ",,"$21,632.86 ","$59,039.75 ",4/1/2016,10/19/2016,,
"LEACH, RONALD ALLEN",S,DEM,CHALLENGER,KY,"$15,137.00 ",,"$15,137.00 ",,,"$15,137.00 ",1/1/2016,10/19/2016,,
"LEWALLEN, SHANTI",S,OTH,CHALLENGER,OR,"$3,550.00 ",,$337.00 ,,"$3,212.00 ",$337.00 ,7/1/2016,10/19/2016,,
"LITTLETON, PEG LORRAINE",S,REP,CHALLENGER,CO,"$52,965.00 ",,"$52,964.00 ",,,"$52,964.00 ",1/1/2016,10/19/2016,,
"LLOYD, SARAH",H,DEM,CHALLENGER,WI,"$179,864.81 ",,"$101,483.23 ",,"$78,381.58 ","$101,483.23 ",1/1/2016,10/19/2016,,
"LONG, WENDY",S,REP,CHALLENGER,NY,"$601,270.00 ",,"$477,955.00 ",$189.00 ,"$153,846.00 ","$477,811.00 ",1/1/2015,10/19/2016,,
"LORENTZ, MICHAEL L",H,DEM,CHALLENGER,OH,"$11,888.64 ",,"$4,890.34 ","$1,326.90 ","$8,325.20 ","$4,890.34 ",4/1/2016,10/19/2016,,
"LOWE, THUY",H,REP,CHALLENGER,FL,"$25,120.33 ",,"$34,193.52 ",,$243.34 ,"$34,138.96 ",4/1/2015,10/19/2016,,
"LUICK-THRAMS, ALIZA MICHAEL DR",S,NNE,CHALLENGER,IA,"$4,196.00 ",,"$3,949.00 ",,"$1,246.00 ","$2,949.00 ",4/1/2016,10/19/2016,,
"MALLOY, JEFFREY PATRICK",H,DEM,CHALLENGER,CA,"$18,625.94 ",,"$15,377.57 ",,"$3,248.37 ","$15,377.57 ",12/30/2015,10/19/2016,,
"MANYPENNY, MIKE",H,DEM,CHALLENGER,WV,"$21,193.84 ",,"$27,875.67 ",,"($6,681.83)","$27,802.83 ",1/1/2015,10/19/2016,,
"MARSHALL, ROGER W",H,REP,CHALLENGER,KS,"$1,179,085.85 ",,"$1,456,886.51 ",,"$86,214.83 ","$1,367,071.02 ",2/5/2015,10/19/2016,Y,
"MARSICANO, MICHAEL PAUL",H,DEM,CHALLENGER,PA,"$29,450.00 ",,"$122,113.77 ",,"$297,754.66 ","$122,113.77 ",5/19/2015,10/19/2016,,
"MATTA, WILLIAM BRUCE",H,DEM,CHALLENGER,TX,"$37,402.86 ",,"$41,586.67 ",,"($3,183.81)","$40,586.67 ",11/2/2015,10/19/2016,,
"MAXWELL, MATTHEW",H,REP,CHALLENGER,CT,"$5,782.00 ",,"$10,795.00 ",,"$4,359.00 ",$795.00 ,1/1/2016,10/19/2016,,
"MAYORAS, STEVEN MICHAEL",H,LIB,CHALLENGER,IN,"$1,907.49 ",,"$1,797.37 ",,$110.12 ,"$1,797.37 ",4/1/2016,10/19/2016,,
"MCAFFREY, ALVIS",H,DEM,CHALLENGER,OK,"$62,528.49 ",,"$55,522.55 ",,"$7,005.94 ","$55,522.55 ",10/1/2015,10/19/2016,,
"MCCLELLAND, ERIN",H,DEM,CHALLENGER,PA,"$223,438.50 ",,"$178,662.69 ","$10,567.43 ","$55,552.84 ","$175,193.09 ",1/1/2015,10/19/2016,,
"MCCULLOUGH, WILLIAM",H,DEM,CHALLENGER,FL,"$7,545.00 ",,"$32,862.51 ",,"$4,246.75 ","$31,792.51 ",7/1/2015,10/19/2016,,
"MCDONOUGH, PATRICK L",H,REP,CHALLENGER,MD,"$198,095.49 ",,"$160,859.70 ",,"$37,481.47 ","$159,114.02 ",1/1/2016,10/19/2016,,
"MCDOWELL, JAN",H,DEM,CHALLENGER,TX,"$20,490.23 ",,"$15,989.73 ",,"$4,847.73 ","$11,532.50 ",10/1/2015,10/19/2016,,
"MCGEE, ANDREA LEIGH LEIGH",H,REP,CHALLENGER,FL,"$21,637.19 ",,"$22,299.18 ",($736.23),"$2,295.95 ","$19,289.17 ",1/1/2015,10/19/2016,,
"MCGINTY, KATHLEEN ALANA",S,DEM,CHALLENGER,PA,"$13,142,372.00 ","$956,947.00 ","$12,860,645.00 ",,"$1,269,803.00 ","$12,647,684.00 ",7/1/2015,10/19/2016,,
"MCGURN, KENNETH RANDOL",H,DEM,CHALLENGER,FL,"$578,783.92 ",,"$433,138.02 ",,"$145,645.90 ","$432,538.02 ",4/1/2016,10/19/2016,,
"MCKELLAR, SHIRLEY JONETTA  DR",H,DEM,CHALLENGER,TX,"$13,358.34 ",,"$12,542.46 ",$71.43 ,$310.41 ,"$12,542.46 ",1/1/2015,10/19/2016,,
"MCKELLAR, SHIRLEY JONETTA DR",H,DEM,CHALLENGER,TX,"$13,358.34 ",,"$12,542.46 ",$71.43 ,$310.41 ,"$12,542.46 ",1/1/2015,10/19/2016,,
"MCMASTERS, THOMAS",H,UN,CHALLENGER,OH,"$13,635.36 ",,"$13,635.36 ",,,"$13,635.36 ",12/1/2015,10/19/2016,,
"MCNEIL, JOHN P",H,DEM,CHALLENGER,NC,"$54,542.42 ",,"$69,770.54 ",,"$4,105.88 ","$69,770.54 ",12/17/2015,10/19/2016,,
"MENSING, DALE KENNETH",H,REP,CHALLENGER,CA,"$4,133.00 ",,"$4,190.00 ",$38.00 ,$431.00 ,"$3,087.00 ",1/1/2015,10/19/2016,,
"MERCED, ALEX",S,LIB,CHALLENGER,NY,"$13,965.00 ",,"$11,414.00 ",,"$2,550.00 ","$11,414.00 ",6/9/2016,10/19/2016,,
"METCALFE, RAY HOMER",S,DEM,CHALLENGER,AK,"$14,046.00 ",,"$12,212.00 ",,"$5,189.00 ","$11,558.00 ",7/1/2016,10/19/2016,,
"MILLARD, CARL ANDREW",H,DEM,CHALLENGER,NC,"$253,848.92 ",,"$269,962.53 ",,"$110,723.18 ","$267,103.13 ",1/1/2015,10/19/2016,,
"MILLER, JOSEPH W",S,LIB,CHALLENGER,AK,"$272,668.00 ",,"$97,132.00 ","$99,725.00 ","$275,383.00 ","$97,032.00 ",1/1/2015,10/19/2016,,
"MILLS, STEWART MR.",H,REP,CHALLENGER,MN,"$1,263,458.94 ","$33,665.61 ","$3,193,463.85 ",$297.68 ,"$93,318.96 ","$3,003,266.49 ",1/1/2015,10/19/2016,,
"MILLS, THOMAS M",H,DEM,CHALLENGER,NC,"$348,468.81 ",,"$289,114.95 ",,"$60,063.35 ","$287,167.58 ",10/1/2015,10/19/2016,,
"MILNE, SCOTT",S,REP,CHALLENGER,VT,"$113,363.00 ",,"$57,481.00 ",,"$34,399.00 ","$57,481.00 ",4/1/2016,10/19/2016,,
"MITCHELL, MONTE MARK",H,REP,CHALLENGER,TX,"$7,438.80 ",,"$24,753.62 ",,"$2,591.42 ","$24,753.62 ",10/1/2015,10/19/2016,,
"MOELLER, JAMES C",H,DEM,CHALLENGER,WA,"$103,336.96 ",,"$79,676.01 ",,"$23,660.95 ","$79,676.01 ",5/22/2016,10/19/2016,,
"MONTES, JOSEPH",H,REP,CHALLENGER,CA,"$124,678.00 ",,"$181,181.67 ",,"$2,500.33 ","$177,179.67 ",1/1/2016,10/19/2016,,
"MORSE, NICHOLAS GRANT MR.",H,REP,CHALLENGER,CO,"$164,091.08 ",,"$155,833.48 ",,"$8,257.60 ","$155,833.48 ",10/26/2015,10/19/2016,,
"MOWRER, JIM",H,DEM,CHALLENGER,IA,"$1,721,356.06 ",,"$1,723,776.80 ","$4,828.70 ","$16,074.95 ","$1,696,671.82 ",1/1/2015,10/19/2016,,
"MUNDY, KEITH FRANCIS",H,DEM,CHALLENGER,OH,"$12,131.75 ",,"$3,840.97 ",,"$8,290.78 ","$3,840.97 ",1/1/2016,10/19/2016,,
"MURDOCK, BRETT",H,DEM,CHALLENGER,CA,"$55,930.92 ",,"$53,055.25 ",,"$5,375.67 ","$53,020.25 ",10/1/2015,10/19/2016,,
"MURPHY, DENNIS B",H,DEM,CHALLENGER,MI,"$15,416.25 ",,"$14,033.34 ",,"$2,357.44 ","$13,058.81 ",1/1/2016,10/19/2016,,
"MURPHY, PATRICK E",S,DEM,CHALLENGER,FL,"$13,722,407.00 ","$786,091.00 ","$13,438,036.00 ","$536,659.00 ","$1,642,826.00 ","$13,324,181.00 ",1/1/2015,10/19/2016,,
"NARVAIZ, SUSAN",H,REP,CHALLENGER,TX,"$110,586.83 ",,"$103,901.62 ",$185.67 ,"$8,133.56 ","$103,660.82 ",1/1/2015,10/19/2016,,
"NATHAN, BRUCE",S,IND,CHALLENGER,FL,"$3,116.00 ",,"$17,710.00 ",,$4.00 ,"$17,150.00 ",6/20/2015,10/19/2016,,
"NEVILLE, TIMOTHY PATRICK",S,REP,CHALLENGER,CO,"$266,616.00 ",,"$258,528.00 ",,"$8,355.00 ","$258,528.00 ",9/1/2015,10/19/2016,,
"NICKERSON, ZACHARY MICHAEL",H,IND,CHALLENGER,PA,$875.84 ,,$729.71 ,,$146.13 ,$729.71 ,4/1/2016,10/19/2016,,
"NOVAK, DARIA IRENE",H,REP,CHALLENGER,CT,"$42,851.54 ",,"$43,382.89 ",,$804.69 ,"$43,132.89 ",10/9/2015,10/19/2016,,
"NUNEZ, EVANGELINE MARTINEZ",H,REP,CHALLENGER,AZ,"$29,792.20 ",,"$19,594.18 ",,"$8,707.12 ","$19,585.08 ",4/1/2016,10/19/2016,,
"O'CONNOR, SHAWN PATRICK PATRICK",H,IND,CHALLENGER,NH,"$258,093.42 ",,"$1,581,596.12 ",,"$14,412.39 ","$1,019,414.99 ",1/1/2015,10/19/2016,,
"O'REILLY, MICHAEL",H,REP,CHALLENGER,NY,"$41,638.00 ",,"$29,464.41 ",,"$12,173.59 ","$29,464.41 ",4/1/2016,10/19/2016,,
"OLIVA JR, PHIL",H,REP,CHALLENGER,NY,"$204,197.06 ",,"$169,277.95 ",,"$34,919.96 ","$169,277.95 ",1/1/2016,10/19/2016,,
"ORSWELL, JACK",H,REP,CHALLENGER,CA,"$167,398.00 ",,"$159,491.81 ","$7,082.34 ","$35,261.53 ","$158,741.81 ",1/1/2015,10/19/2016,,
"OTTO, BILL MR.",H,DEM,CHALLENGER,MO,"$417,427.12 ",,"$316,554.49 ",,"$101,034.63 ","$314,939.74 ",4/1/2015,10/19/2016,,
"OWENS, H DOUGLAS",H,DEM,CHALLENGER,UT,"$1,985,072.93 ",,"$1,895,570.98 ",,"$92,359.60 ","$1,877,240.39 ",7/1/2015,10/19/2016,,
"PAKOOTAS, JOSEPH A",H,DEM,CHALLENGER,WA,"$314,791.08 ",,"$286,635.73 ","$13,150.01 ","$41,300.36 ","$284,875.73 ",1/1/2015,10/19/2016,,
"PARRISH, MICHAEL D",H,DEM,CHALLENGER,PA,"$358,415.06 ",,"$284,418.17 ",$947.91 ,"$113,333.34 ","$284,068.17 ",1/1/2015,10/19/2016,,
"PATTERSON, ROBERT W.",H,REP,CHALLENGER,NJ,"$171,661.93 ",,"$153,508.47 ",,"$35,479.38 ","$152,882.55 ",10/1/2015,10/19/2016,,
"PENEBAKER, KHARY",H,DEM,CHALLENGER,WI,"$85,273.50 ",,"$74,591.53 ",,"$10,681.97 ","$73,591.53 ",1/1/2016,10/19/2016,,
"PERRY, MARY D",H,REP,CHALLENGER,NV,"$7,385.69 ",,"$28,469.79 ",,"$2,100.08 ","$28,469.79 ",7/1/2015,10/19/2016,,
"PERSON, FRANCIS J",H,DEM,CHALLENGER,SC,"$620,979.00 ",,"$446,548.74 ",,"$174,430.26 ","$446,548.74 ",1/1/2016,10/19/2016,,
"PETERS, CHRISTOPHER CARL",H,REP,CHALLENGER,IA,"$102,030.17 ",,"$124,281.87 ",,"$82,748.30 ","$124,244.66 ",3/28/2016,10/19/2016,,
"PHILLIP, DANIEL GEORGE",H,IND,CHALLENGER,OH,"$18,165.00 ",,"$8,113.39 ",$458.00 ,"$7,535.61 ","$8,113.39 ",4/1/2016,10/19/2016,,
"PHILLIPSON, LORNA",H,DEM,CHALLENGER,NJ,"$241,504.16 ",,"$192,101.68 ",,"$59,162.57 ","$191,689.68 ",1/1/2016,10/19/2016,,
"PICUS, PRESTON",H,IND,CHALLENGER,CA,"$27,855.57 ",,"$16,488.18 ",,"($1,484.56)","$13,689.92 ",1/1/2015,10/19/2016,,
"PING, CATHERINE LOUISE CAT""""",H,REP,CHALLENGER,IN,"$4,760.00 ",,"$5,072.00 ","$2,531.00 ","$2,217.00 ","$5,072.00 ",1/1/2015,10/19/2016,,
"PIOTROWSKI, JAMES M",H,DEM,CHALLENGER,ID,"$276,177.07 ",,"$216,415.64 ",,"$66,782.89 ","$206,494.18 ",2/26/2016,10/19/2016,,
"PLASTER, MARK LEROY MD",H,REP,CHALLENGER,MD,"$379,961.60 ",,"$345,536.84 ",,"$144,764.24 ","$340,197.36 ",1/1/2015,10/19/2016,,
"PLOWRIGHT, MISTY",H,DEM,CHALLENGER,CO,"$12,015.79 ",,"$8,644.71 ",,"$5,130.62 ","$7,818.40 ",1/1/2016,10/19/2016,,
"PLUMB, JOHN",H,DEM,CHALLENGER,NY,"$1,456,431.64 ",,"$1,287,623.55 ",,"$168,808.09 ","$1,278,377.77 ",7/1/2015,10/19/2016,,
"POE, BOB",H,DEM,CHALLENGER,FL,"$192,518.09 ",,"$2,038,100.36 ",,"$91,449.06 ","$2,014,069.03 ",1/1/2016,10/19/2016,,
"PUTMAN, DAVID",H,DEM,CHALLENGER,AL,"$7,645.00 ",,"$67,813.04 ",,"($13,127.42)","$56,333.96 ",7/1/2015,10/19/2016,,
"QUINN, CHRISTINE YVONNE",H,REP,CHALLENGER,FL,"$12,010.00 ",,"$31,488.01 ",$600.00 ,"$1,964.48 ","$27,664.57 ",4/1/2016,10/19/2016,,
"QUINN, PATRICK THOMAS",S,NPA,CHALLENGER,AZ,"$5,709.00 ",,"$5,791.00 ",,"$4,915.00 ","$5,791.00 ",10/11/2015,10/19/2016,,
"RADER, LARRY",H,DEM,CHALLENGER,LA,"$10,626.11 ",,"$8,395.85 ",,"$6,330.26 ","$8,395.85 ",4/26/2016,10/19/2016,,
"REED, JAMES E",H,DEM,CHALLENGER,CA,"$73,075.68 ",,"$108,449.84 ",,"$2,276.15 ","$103,255.84 ",1/1/2016,10/19/2016,,
"REED, WENDY",H,DEM,CHALLENGER,CA,"$30,771.51 ",,"$33,012.31 ",,"$3,126.70 ","$28,016.18 ",1/1/2015,10/19/2016,,
"REICHARD, RICHARD",H,DEM,CHALLENGER,NY,"$29,731.08 ",,"$13,048.09 ",,"$16,682.99 ","$12,048.09 ",1/1/2016,10/19/2016,,
"REIS, RHUE",H,REP,CHALLENGER,RI,"$7,670.00 ",,"$2,834.26 ",($43.00),"$4,792.74 ","$2,834.26 ",7/1/2016,10/19/2016,,
"RICH, ROY",H,DEM,CHALLENGER,OH,"$6,628.65 ",,"$4,957.00 ","$1,499.97 ","$3,015.85 ","$4,957.00 ",1/1/2016,10/19/2016,,
"ROBINSON, ART DR.",H,REP,CHALLENGER,OR,"$53,791.04 ",,"$45,133.71 ",$577.75 ,"$12,235.08 ","$42,633.71 ",1/1/2015,10/19/2016,,
"ROMERO, MICHAEL H",H,REP,CHALLENGER,,"$61,663.73 ",,"$88,419.53 ",,"$6,244.10 ","$86,081.53 ",6/1/2015,10/19/2016,,
"ROSA, DAVID A",H,REP,CHALLENGER,MA,"$1,613.47 ",,"$12,204.58 ",,"$1,573.29 ","$12,204.58 ",4/1/2016,10/19/2016,,
"ROSENTHAL, PHILIP JEFFREY DR.",H,REP,CHALLENGER,NY,"$37,050.63 ",,"$47,125.90 ",,"$22,935.62 ","$47,125.90 ",1/1/2016,10/19/2016,,
"ROSS, DEBORAH K",S,DEM,CHALLENGER,NC,"$10,590,681.00 ","$306,227.00 ","$9,334,221.00 ",,"$1,567,329.00 ","$9,191,996.00 ",10/1/2015,10/19/2016,,
"ROWE, MATTHEW",H,DEM,CHALLENGER,VA,"$40,766.56 ",,"$35,634.47 ",,"$6,224.09 ","$34,542.47 ",1/1/2016,10/19/2016,,
"RYAN, GREGORY THOMAS",H,REP,CHALLENGER,MN,"$24,451.00 ",,"$48,059.31 ",,"$5,684.33 ","$41,392.70 ",1/1/2016,10/19/2016,,
"SAVARY, SUZANNE JOYCE",H,DEM,CHALLENGER,CA,"$100,085.08 ",,"$65,305.91 ",,"$28,764.17 ","$63,930.75 ",10/1/2015,10/19/2016,,
"SCHNEIDER, JAN",H,DEM,CHALLENGER,FL,"$43,424.65 ",,"$39,902.34 ",$714.53 ,"$30,236.84 ","$39,902.34 ",1/1/2015,10/19/2016,,
"SCHWARTZ, GAIL SHERIDAN MS.",H,DEM,CHALLENGER,CO,"$1,502,041.29 ",,"$1,374,355.27 ",,"$127,923.55 ","$1,096,702.74 ",4/1/2016,10/19/2016,,
"SCURRY-SMITH, GLOREATHA (GLO)",H,REP,CHALLENGER,FL,"$54,265.76 ",,"$49,614.16 ",,"$5,117.40 ","$49,613.36 ",4/1/2015,10/19/2016,,
"SEAY, BOB",H,DEM,CHALLENGER,CO,"$57,223.37 ",,"$54,774.73 ",,"$11,256.35 ","$52,068.44 ",9/1/2015,10/19/2016,,
"SHABAN, JOHN T",H,REP,CHALLENGER,CT,"$134,189.00 ",,"$118,427.29 ","$8,053.18 ","$23,823.08 ","$118,427.29 ",1/1/2015,10/19/2016,,
"SHEKARI, MELODY",H,DEM,CHALLENGER,TN,"$85,167.43 ",,"$61,232.69 ",,"$33,934.74 ","$61,052.69 ",3/1/2016,10/19/2016,,
"SHEPHERD, DOUG",H,REP,CHALLENGER,CA,"$90,994.00 ",,"$208,968.37 ",,"$5,525.63 ","$206,673.37 ",1/1/2015,10/19/2016,,
"SHERIDAN, TIMOTHY J",H,DEM,CHALLENGER,CA,"$116,211.19 ",,"$101,640.33 ","$19,084.44 ","$54,486.56 ","$102,266.68 ",1/1/2015,10/19/2016,,
"SHKRELI, SUZANNA",H,DEM,CHALLENGER,MI,"$568,112.30 ",,"$509,816.28 ",,"$66,796.02 ","$509,455.43 ",7/1/2016,10/19/2016,,
"SIDIE, JAY",H,DEM,CHALLENGER,KS,"$408,305.77 ",,"$406,309.72 ",,"$51,996.05 ","$404,767.60 ",4/1/2016,10/19/2016,,
"SIMMONS, DOANITA MRS",H,CON,CHALLENGER,MO,"$2,663.00 ",,"$1,864.00 ",,$733.00 ,"$1,864.00 ",2/23/2016,10/19/2016,,
"SIMMONS, THOMAS T",H,LIB,CHALLENGER,MA,"$12,270.00 ",,"$16,641.88 ",,"$1,208.12 ","$16,641.88 ",5/23/2016,10/19/2016,,
"SMITH, ANDE",H,REP,CHALLENGER,ME,"$155,420.51 ",,"$124,264.88 ",,"$31,155.63 ","$115,914.88 ",1/1/2016,10/19/2016,,
"SMITH, DOUGLAS MARK JR",H,DEM,CHALLENGER,MI,"$19,899.00 ",,"$16,075.73 ",,"$3,823.27 ","$15,998.50 ",4/1/2016,10/19/2016,,
"SMITH, JESSE TREMAIN",H,DEM,CHALLENGER,AL,"$9,678.00 ",,"$6,818.00 ",,$482.00 ,"$6,818.00 ",1/1/2015,10/19/2016,,
"SNOW, MISTY K",S,DEM,CHALLENGER,UT,"$63,646.00 ",,"$50,162.00 ",$115.00 ,"$14,167.00 ","$48,369.00 ",4/1/2016,10/19/2016,,
"SNYDER, STACY RIES",H,REP,CHALLENGER,TN,"$52,656.00 ",,"$42,118.54 ",,"$15,602.09 ","$42,118.54 ",4/1/2016,10/19/2016,,
"SOLEN, RYAN ASHER",H,DEM,CHALLENGER,WI,"$17,602.52 ",,"$10,180.13 ",,"$7,422.44 ","$10,180.13 ",1/1/2016,10/19/2016,,
"SONNEK-SCHMELZ, BRENT J",H,REP,CHALLENGER,NJ,"$67,284.40 ",,"$60,870.07 ",,"$6,414.33 ","$60,860.12 ",2/28/2016,10/19/2016,,
"SOULES, MERRIE LEE MS.",H,DEM,CHALLENGER,NM,"$177,924.89 ",,"$276,323.49 ","$6,169.51 ","$8,228.03 ","$276,223.49 ",4/1/2016,10/19/2016,,
"SPOTORNO, FRANK",H,REP,CHALLENGER,NY,"$10,400.00 ",,"$83,369.66 ",,"$56,054.20 ","$83,145.56 ",7/1/2015,10/19/2016,,
"SPOTORNO, FRANK",S,REP,CHALLENGER,NY,"$10,400.00 ",,"$83,369.66 ",,"$56,054.20 ","$83,145.56 ",7/1/2015,10/19/2016,,
"STANTON, PAUL ANTHONY",S,LIB,CHALLENGER,FL,"$19,730.00 ",,"$19,956.00 ",,"$4,336.00 ","$18,893.00 ",4/1/2016,10/19/2016,,
"STOCK, MARGARET",S,IND,CHALLENGER,AK,"$665,913.00 ",,"$610,167.00 ",,"$57,766.00 ","$585,594.00 ",2/12/2016,10/19/2016,,
"STOKHAM, CHARLES WESLEY (CASPER)",H,REP,CHALLENGER,CO,"$56,507.93 ",,"$49,113.41 ",,"$7,510.32 ","$48,937.61 ",8/11/2015,10/19/2016,,
"STONE, JEFFREY E",H,REP,CHALLENGER,CA,"$341,524.44 ",,"$283,798.77 ",,"$57,725.67 ","$283,798.77 ",1/1/2016,10/19/2016,,
"STRANO TAYLOR, KERITH",H,DEM,CHALLENGER,PA,"$101,148.61 ",,"$77,314.34 ","$4,864.82 ","$28,699.09 ","$77,314.34 ",1/1/2015,10/19/2016,,
"STRICKLAND, TED",S,DEM,CHALLENGER,OH,"$9,474,887.00 ","$777,363.00 ","$9,671,463.00 ",,"$598,658.00 ","$9,534,643.00 ",1/1/2015,10/19/2016,,
"STUARD, GARY",H,GRE,CHALLENGER,TX,"$2,728.57 ",,"$2,148.36 ",,$580.21 ,"$1,649.91 ",7/1/2016,10/19/2016,,
"STURGILL, JERRY",S,DEM,CHALLENGER,ID,"$431,278.00 ",,"$464,457.00 ",,"$263,931.00 ","$463,807.00 ",3/10/2016,10/19/2016,,
"SUBICK, JULIAN",H,IND,CHALLENGER,PA,"$2,433.91 ",,"$2,028.89 ",,$405.02 ,"$2,028.89 ",1/1/2016,10/19/2016,,
"SUMMERELL, JOSEPH JOHN MR.",H,LIB,CHALLENGER,NC,"$18,411.64 ",,"$18,062.46 ",,$349.18 ,"$18,062.46 ",7/1/2014,10/19/2016,,
"SUTHERLAND, ROBERT J",H,REP,CHALLENGER,WA,"$21,287.18 ",,"$17,819.61 ",$362.00 ,"$4,349.57 ","$16,942.61 ",1/1/2015,10/19/2016,,
"TACHERRA, JOHNNY",H,REP,CHALLENGER,CA,"$485,811.50 ",,"$474,344.71 ","$1,747.43 ","$16,535.80 ","$442,454.29 ",1/1/2015,10/19/2016,,
"TAGER, ROBERT MATTHEW",H,DEM,CHALLENGER,FL,"$6,318.00 ",,"$38,512.00 ",,"$7,804.00 ","$31,730.00 ",4/1/2016,10/19/2016,,
"TAUB, H. RUSSELL",H,REP,CHALLENGER,RI,"$89,307.68 ",,"$74,626.58 ",($29.90),"$15,822.20 ","$73,536.84 ",12/8/2014,10/19/2016,,
"TAYLOR, KERITH STRANO",H,DEM,CHALLENGER,PA,"$101,148.61 ",,"$77,314.34 ","$4,864.82 ","$28,699.09 ","$77,314.34 ",1/1/2015,10/19/2016,,
"THERON, DANIEL PETER",H,REP,CHALLENGER,WI,"$26,294.99 ",,"$40,621.72 ","$2,204.36 ","$1,877.63 ","$36,581.72 ",1/1/2015,10/19/2016,,
"THOMAS, KATHLEEN",H,DEM,CHALLENGER,TX,"$59,879.64 ",,"$32,770.95 ",,"$28,114.72 ","$31,474.92 ",10/1/2015,10/19/2016,,
"THOMPSON, ANDREW",H,LIB,CHALLENGER,IN,"$10,772.50 ",,"$18,212.52 ","$3,034.41 ","$2,545.75 ","$17,433.20 ",4/1/2016,10/19/2016,,
"THREATT, ARCHIE LEON",H,REP,CHALLENGER,NC,"$30,523.75 ",,"$29,252.30 ",$27.74 ,"$1,299.19 ","$29,252.30 ",1/1/2015,10/19/2016,,
"THRONE-HOLST, ANNA",H,DEM,CHALLENGER,NY,"$3,510,065.87 ","$11,643.27 ","$3,004,104.55 ",,"$519,194.43 ","$2,981,861.99 ",4/1/2015,10/19/2016,,
"TOMKINS, ANTHONY DAVID",H,CON,CHALLENGER,ID,"$1,413.62 ",,"$1,326.32 ",,$87.30 ,"$1,326.32 ",1/1/2016,10/19/2016,,
"TRYON, STEPHEN P.",H,DEM,CHALLENGER,UT,"$38,992.70 ",,"$47,255.10 ",$11.34 ,"$4,321.78 ","$10,000.00 ",1/1/2015,10/19/2016,,
"TURK, JACOB",H,REP,CHALLENGER,MO,"$98,320.00 ",,"$79,631.21 ",($528.73),"$18,860.59 ","$79,430.68 ",1/1/2015,10/19/2016,,
"VALDES, ALINA",H,DEM,CHALLENGER,FL,"$23,200.21 ",,"$31,521.87 ",,"$4,923.34 ","$31,413.82 ",4/1/2015,10/19/2016,,
"VANCE, CHRIS",S,REP,CHALLENGER,WA,"$425,716.00 ",,"$412,360.00 ",,"$22,499.00 ","$412,160.00 ",7/1/2015,10/19/2016,,
"VARASTEH, RON",H,DEM,CHALLENGER,CA,"$12,693.36 ",,"$88,330.04 ","$80,372.46 ","$29,735.78 ","$13,330.04 ",1/1/2015,10/19/2016,,
"VELTMEYER, JAMES",H,REP,CHALLENGER,CA,"$106,186.07 ",,"$117,025.19 ",,"$1,660.88 ","$114,925.19 ",1/1/2015,10/19/2016,,
"VENTRELLA, TONY",H,DEM,CHALLENGER,WA,"$24,340.80 ",,"$22,920.02 ",,"$8,673.31 ","$19,645.09 ",4/1/2016,10/19/2016,,
"VERNON, MONICA W",H,DEM,CHALLENGER,IA,"$2,397,194.99 ",,"$2,415,602.44 ",,"$159,009.42 ","$2,378,279.16 ",1/1/2015,10/19/2016,,
"WADE, MICHAEL LEO",H,REP,CHALLENGER,VA,"$95,577.00 ",,"$112,488.98 ",,"$4,088.02 ","$112,488.98 ",12/1/2015,10/19/2016,,
"WAGER, MICHAEL",H,DEM,CHALLENGER,OH,"$226,648.73 ",,"$209,101.10 ","$7,188.01 ","$30,173.10 ","$191,718.64 ",1/1/2015,10/19/2016,,
"WAKELY, THOMAS MR.",H,DEM,CHALLENGER,TX,"$52,345.00 ",,"$62,313.00 ",,"$1,940.00 ","$56,307.00 ",10/14/2015,10/19/2016,,
"WALZ, JIM",H,DEM,CHALLENGER,IL,"$20,826.00 ",,"$20,343.45 ",,"$1,482.55 ","$17,363.45 ",1/1/2016,10/19/2016,,
